a123			a125			a127		
	922.9	6228		922.9	6766.25		923.9	5886
	923	6243		923	6627.5		924	5896
	923.1	6126		923.1	6703.75		924.1	5887
	923.2	5956		923.2	6346.25		924.2	5821
	923.3	5823		923.3	6246.25		924.3	5836
	923.4	5909		923.4	6261.25		924.4	5797
	923.5	5823		923.5	6201.25		924.5	5787
	923.6	5911		923.6	6115		924.6	5762
	923.7	5733		923.7	6092.5		924.7	5619
	923.8	5680		923.8	5977.5		924.8	5684
	923.9	5599		923.9	5975		924.9	5611
	924	5517		924	5907.5		925	5634
	924.1	5604		924.1	5916.25		925.1	5559
	924.2	5500		924.2	5776.25		925.2	5519
	924.3	5519		924.3	5816.25		925.3	5579
	924.4	5477		924.4	5702.5		925.4	5435
	924.5	5597		924.5	5713.75		925.5	5553
	924.6	5485		924.6	5796.25		925.6	5498
	924.7	5371		924.7	5773.75		925.7	5358
	924.8	5424		924.8	5726.25		925.8	5385
	924.9	5348		924.9	5632.5		925.9	5457
	925	5391		925	5673.75		926	5532
	925.1	5403		925.1	5750		926.1	5234
	925.2	5374		925.2	5652.5		926.2	5199
	925.3	5347		925.3	5550		926.3	5263
	925.4	5298		925.4	5533.75		926.4	5243
	925.5	5326		925.5	5570		926.5	5267
	925.6	5329		925.6	5668.75		926.6	5258
	925.7	5235		925.7	5567.5		926.7	5311
	925.8	5166		925.8	5553.75		926.8	5249
	925.9	5262		925.9	5401.25		926.9	5122
	926	5235		926	5516.25		927	5139
	926.1	5222		926.1	5602.5		927.1	5079
	926.2	5170		926.2	5601.25		927.2	5082
	926.3	5280		926.3	5507.5		927.3	5046
	926.4	5186		926.4	5487.5		927.4	4989
	926.5	5222		926.5	5461.25		927.5	4924
	926.6	5167		926.6	5496.25		927.6	4832
	926.7	5158		926.7	5508.75		927.7	4939
	926.8	5229		926.8	5471.25		927.8	4873
	926.9	5050		926.9	5387.5		927.9	4844
	927	4945		927	5320		928	4837
	927.1	5054		927.1	5345		928.1	4720
	927.2	5005		927.2	5222.5		928.2	4694
	927.3	4973		927.3	5341.25		928.3	4704
	927.4	4865		927.4	5260		928.4	4741
	927.5	4897		927.5	5315		928.5	4787
	927.6	4855		927.6	5248.75		928.6	4715
	927.7	4936		927.7	5111.25		928.7	4693
	927.8	4892		927.8	5315		928.8	4665
	927.9	4869		927.9	5207.5		928.9	4660
	928	4808		928	5183.75		929	4574
	928.1	4762		928.1	5083.75		929.1	4600
	928.2	4786		928.2	5065		929.2	4603
	928.3	4785		928.3	5101.25		929.3	4524
	928.4	4746		928.4	5108.75		929.4	4542
	928.5	4768		928.5	5143.75		929.5	4626
	928.6	4698		928.6	5162.5		929.6	4541
	928.7	4778		928.7	5151.25		929.7	4607
